code;description;type;family;a;b
FITSO;So Fit;FITNES;P;false;false
HAMM;Hammam;FITNES;P;false;false
JACUZZ;Jacuzzi;FITNES;P;false;false
MASS;Massage;FITNES;P;false;false
MASS1;Massage;FITNES;P;false;false
OPHFIT;Fitness opening hours;FITNES;P;false;false
OPHSPA;SPA opening hours;FITNES;P;false;false
ROWMAC;Rowing machines;FITNES;P;false;false
RUNMAC;Treadmill;FITNES;P;false;false
SAUN;Sauna;FITNES;P;false;false
SOLA;Solarium;FITNES;P;false;false
TCM;Traditional Chinese medicine;FITNES;P;false;false
TURSTE;Turkish Steambath;FITNES;P;false;false
UVA;Tanning salon;FITNES;P;false;false
ACTCH1;Activities - Child;FRS;Z;false;false
ACTCH2;Activities - Child;FRS;Z;false;false
ACTCH3;Activities - Child;FRS;Z;false;false
ACTCH4;Activities - Child;FRS;Z;false;false
ACTCH5;Activities - Child;FRS;Z;false;false
ACTCH6;Activities - Child;FRS;Z;false;false
ACTCH7;Activities - Child;FRS;Z;false;false
ACTCH8;Activities - Child;FRS;Z;false;false
ACTCH9;Activities - Child;FRS;Z;false;false
ACTI01;Offsite Activity;FRS;Z;false;false
ACTIV;Activities;FRS;Z;false;false
ACTIV1;Activities;FRS;Z;false;false
ACTIV2;Activities;FRS;Z;false;false
ACTIV3;Activities;FRS;Z;false;false
ACTIV4;Activities;FRS;Z;false;false
ACTIV5;Activities;FRS;Z;false;false
ACTIV6;Activities;FRS;Z;false;false
ACTIV7;Activities;FRS;Z;false;false
ACTIV8;Activities;FRS;Z;false;false
ACTIV9;Activities;FRS;Z;false;false
ADIN01;Adventure inlusions;FRS;Z;false;false
ADMP01;Admission Pass;FRS;Z;false;false
AFAD01;Afternoon Tea Adult;FRS;Z;false;false
AFAD02;Afternoon Tea Adult;FRS;Z;false;false
AFAD03;Afternoon Tea - Adult;FRS;Z;false;false
AFAD04;Afternoon Tea - Adult;FRS;Z;false;false
AICH01;All Inclusive Child;FRS;Z;false;false
AITR01;Airport Transfer;FRS;Z;false;false
AITR02;Airport Transfer;FRS;Z;false;false
AITR03;Airport Transfer;FRS;Z;false;false
ALLW01;Allowance;FRS;Z;false;false
ALLW02;Allowance;FRS;Z;false;false
ALLW03;Allowance;FRS;Z;false;false
ALLW04;Allowance;FRS;Z;false;false
ALLW05;Allowance;FRS;Z;false;false
ALLW06;Allowance;FRS;Z;false;false
ALLW07;Allowance;FRS;Z;false;false
ALLW08;Allowance;FRS;Z;false;false
ALLW09;Allowance;FRS;Z;false;false
ALLW10;Allowance;FRS;Z;false;false
ALLW11;Allowance;FRS;Z;false;false
ALLW12;Allowance;FRS;Z;false;false
ALLW13;Celebration allowance;FRS;Z;false;false
AMNY01;Amenity;FRS;Z;false;false
AMNY02;Amenities 02;FRS;Z;false;false
AMNY03;Amenities;FRS;Z;false;false
AMNY04;Amenities;FRS;Z;false;false
AMNY05;Amenities;FRS;Z;false;false
AMNY06;Amenities;FRS;Z;false;false
AMNY07;Amenities;FRS;Z;false;false
KSA;1 Kg bed + Sofa Dlx;ROOMKS;A;true;false
KSAZ;1 Kg bed + Sofa Dlx NS;ROOMKS;A;true;false
KSB;1 Kg bed + Sofa Sup;ROOMKS;A;true;false
KSBLV;1 King-size bed + sofa Superior Lake Vie;ROOMKS;A;true;false
KSBOV;1 Kg bed + Sofa Sup OceanV;ROOMKS;A;true;false
KSBZ;1 Kg bed + Sofa Sup NS;ROOMKS;A;true;false
KSC;1 Kg bed + Sofa Std;ROOMKS;A;true;false
KSD;1 Kg bed + Sofa Clc;ROOMKS;A;true;false
KSE;1 Kg bed + Sofa Exec;ROOMKS;A;true;false
KSEPV;1 Kg bed + Sofa Exec Park V;ROOMKS;A;true;false
OFKG;Ocean Front King;ROOMKS;A;true;false
QGA;1 Qn+1 Sg beds Dlx;ROOMQG;A;true;false
QGB;1 Qn+1 Sg beds Sup;ROOMQG;A;true;false
QGBOV;1 Qn+1 Sg beds Sup Ocean V;ROOMQG;A;true;false
QGC;1 Qn+1 Sg beds Std;ROOMQG;A;true;false
QGCBW;1 Qn bed + 1 Sg bed Std Bay V;ROOMQG;A;true;false
QGD;1 Qn+1 Sg beds Clc;ROOMQG;A;true;false
QBA;1Qn + 2Sg beds Dlx;ROOMQB;A;true;false
QBB;1Qn + 2Sg beds Sup;ROOMQB;A;true;false
QBC;1Qn + 2Sg beds Std;ROOMQB;A;true;false
Q3C;1 Qn+3 Sg beds Std;ROOMQ3;A;true;false
1KDSV;Room 1 Kg bed Dlx Sea View;ROOMQE;A;true;false
2BDSV;Room 2 Db bed Dlx Sea View;ROOMQE;A;true;false
2DBDHV;Room 2 Db bed Dlx Harbour View;ROOMQE;A;true;false
2QBCLC;2 Qn beds Clc;ROOMQE;A;true;false
2QBDNS;2 Qn bed Dlx NS;ROOMQE;A;true;false
2QBSNS;2 Qn bed Std NS;ROOMQE;A;true;false
2QDSV;Room 2 Qn bed Dlx Sea View;ROOMQE;A;true;false
2QSSV;Room 2 Qn beds Sup Sea View;ROOMQE;A;true;false
QEA;1 Qn bed Dlx;ROOMQE;A;true;false
QEABC;1 Qn bed Dlx Balcony;ROOMQE;A;true;false
QEABCZ;1 Qn bed Dlx Balcony NS;ROOMQE;A;true;false
QEABV;1 Qn bed Dlx Bay V;ROOMQE;A;true;false
QEACI;1 Qn bed Dlx City S;ROOMQE;A;true;false
QEACIZ;1 Qn bed Dlx City S NS;ROOMQE;A;true;false
QEACS;1 Qn bed Dlx Court S;ROOMQE;A;true;false
QEACSZ;1 Qn bed Dlx Court S NS;ROOMQE;A;true;false
QEAEF;1 Qn bed Exec;ROOMQE;A;true;false
QEAGS;1 Qn bed Dlx Garden S;ROOMQE;A;true;false
QEAGSZ;1 Qn bed Dlx Garden S NS;ROOMQE;A;true;false
QEAGV;1 Qn bed Dlx Golf V;ROOMQE;A;true;false
QEAHV;1 Qn bed Dlx Harbour V;ROOMQE;A;true;false
QEAHVZ;1 Qn bed Dlx Harbour V NS;ROOMQE;A;true;false
QEALV;1 Qn bed Dlx Lake V;ROOMQE;A;true;false
QEALVZ;1 Qn bed Dlx Lake V NS;ROOMQE;A;true;false
QEAMV;1 Qn bed Dlx Mount V;ROOMQE;A;true;false
QEAMVZ;1 Qn bed Dlx Mount V NS;ROOMQE;A;true;false
QEAOF;1 Qn bed Dlx Ocean F;ROOMQE;A;true;false
QEAOFZ;1 Qn bed Dlx Ocean F NS;ROOMQE;A;true;false
QEAOS;1 Qn bed Dlx Ocean S;ROOMQE;A;true;false
QEAOSZ;1 Qn bed Dlx Ocean S NS;ROOMQE;A;true;false
QEAOV;1 Qn bed Dlx Ocean V;ROOMQE;A;true;false
QEAOVZ;1 Qn bed Dlx Ocean V NS;ROOMQE;A;true;false
QEAPS;1 Qn bed Dlx Pool S;ROOMQE;A;true;false
QEAPSZ;1 Qn bed Dlx Pool S NS;ROOMQE;A;true;false
QEAPT;1 Qn bed Dlx Patio;ROOMQE;A;true;false
QEAPTZ;1 Qn bed Dlx Patio NS;ROOMQE;A;true;false
QEAPV;1 Qn bed Dlx Park V;ROOMQE;A;true;false
QEARV;1 Qn bed Dlx River V;ROOMQE;A;true;false
QEARVZ;1 Qn bed Dlx River V NS;ROOMQE;A;true;false
QEATC;1 Qn bed Dlx Terrace;ROOMQE;A;true;false
QEAZ;1 Qn bed Dlx NS;ROOMQE;A;true;false
QEB;1 Qn bed Sup;ROOMQE;A;true;false
QEBBC;1 Qn bed Sup Balcony;ROOMQE;A;true;false
QEBBCZ;1 Qn bed Sup Balcony NS;ROOMQE;A;true;false
QEBBW;1 Qn bed Sup Bay V;ROOMQE;A;true;false
QEBCI;1 Qn bed Sup City S;ROOMQE;A;true;false
QEBCIZ;1 Qn bed Sup City S NS;ROOMQE;A;true;false
QEBCS;1 Qn bed Sup Court S;ROOMQE;A;true;false
QEBCSZ;1 Qn bed Sup Court S NS;ROOMQE;A;true;false
QEBDV;1 Qn bed Sup Medina V;ROOMQE;A;true;false
QAA;1 Qn + 1 Bk beds Dlx;ROOMQA;A;true;false
QAC;1 Qn+1 Bk beds Std;ROOMQA;A;true;false
QCB;1 Qn bed + 2 Sofas Sup;ROOMQC;A;true;false
QCBGV;Room 1 Qn bed + 2 Sofas Sup Golf V;ROOMQC;A;true;false
QCC;1 Qn bed + 2 Sofas Std;ROOMQC;A;true;false
QCE;Room 1 Qn bed + 2 sofas Exec;ROOMQC;A;true;false
Q1B;1 Qn bed + Sg Sofa Sup;ROOMQS;A;true;false
Q1C;1 Qn bed + Sg Sofa Std;ROOMQS;A;true;false
QSA;1 Qn bed + Sofa Dlx;ROOMQS;A;true;false
QSB;1 Qn bed + Sofa Sup;ROOMQS;A;true;false
QSBCI;1 Queen-size bed + Sofa Superior City S;ROOMQS;A;true;false
QSBGV;Room 1 Qn bed + Sofa Sup Golf V;ROOMQS;A;true;false
QSBMV;1 Qn bed + Sofa Sup Mount V;ROOMQS;A;true;false
QSBRV;Room 1 Qn bed + Sofa Sup River V;ROOMQS;A;true;false
QSBSV;1 Qn bed + Sofa Sup Sea view;ROOMQS;A;true;false
QSBZ;1 Qn bed + Sofa Sup NS;ROOMQS;A;true;false
QSC;1 Qn bed + Sofa Std;ROOMQS;A;true;false
QSD;1 Qn bed + Sofa Clc;ROOMQS;A;true;false
QSE;Room 1 Qn bed + Sofa Exec;ROOMQS;A;true;false
QSEBC;Room 1 Qn bed +Sofa Exec Balcony;ROOMQS;A;true;false
QSEGV;Room 1 Qn bed + Sofa Exec Golf V;ROOMQS;A;true;false
QSEZ;Room 1 Qn bed + sofa Exec NS;ROOMQS;A;true;false
SGA;1 Sg bed Dlx;ROOMSG;A;true;false
SGABC;1 Sg bed Dlx Balcony;ROOMSG;A;true;false
SGACS;1 Sg bed Dlx Court S;ROOMSG;A;true;false
SGAEF;1 Sg bed Dlx Exec F;ROOMSG;A;true;false
SGAHF;1 Sg bed Dlx High F;ROOMSG;A;true;false
SGAHFZ;1 Sg bed Dlx High F NS;ROOMSG;A;true;false
SGALV;1 Sg bed Dlx Lake V;ROOMSG;A;true;false
SGAPV;1 Sg bed Dlx Park V;ROOMSG;A;true;false
SGAZ;1 Sg bed Dlx NS;ROOMSG;A;true;false
SGB;1 Sg bed Sup;ROOMSG;A;true;false
SGBBC;1 Sg bed Balcony;ROOMSG;A;true;false
SGBCI;1 Sg bed Sup City S;ROOMSG;A;true;false
SGBCS;1 Sg bed Sup Court S;ROOMSG;A;true;false
SGBFV;1 Sg bed Sup Forest V;ROOMSG;A;true;false
SGBGS;1 Sg bed Sup Garden S;ROOMSG;A;true;false
SGBLVZ;1 Sg bed Sup Lake V NS;ROOMSG;A;true;false
SGBMV;1 Sg bed Sup Mount V;ROOMSG;A;true;false
SGBPV;1 Sg bed Sup Park V;ROOMSG;A;true;false
SGBS;1 Sg bed Sup Sh;ROOMSG;A;true;false
SGBZ;1 Sg bed Sup NS;ROOMSG;A;true;false
SGC;1 Sg bed Std;ROOMSG;A;true;false
SGCBC;1 Sg bed Std Balcony;ROOMSG;A;true;false
SGCCI;1 Sg bed Std City V;ROOMSG;A;true;false
SGCCS;1 Sg bed Std Court S;ROOMSG;A;true;false
SGCCSZ;1 Sg bed Std Court S NS;ROOMSG;A;true;false
SGCMV;1 Sg bed Std Mount V;ROOMSG;A;true;false
SGCOV;Room 1 Sg Bed Std Ocean V;ROOMSG;A;true;false
SGCSV;Room 1 Sg bed Std Sea View;ROOMSG;A;true;false
SGCZ;1 Sg bed Std NS;ROOMSG;A;true;false
SGD;1 Sg bed Clc;ROOMSG;A;true;false
SGDLVS;1 Sg bed Clc Lake V Sh;ROOMSG;A;true;false
SGDZ;1 Sg bed Clc NS;ROOMSG;A;true;false
SGE;1 Sg bed Exec;ROOMSG;A;true;false
D2A;2 Db beds Dlx;ROOMD2;A;true;false
D2ACF;2 Db beds Dlx Club F;ROOMD2;A;true;false
D2ACI;2 Db beds Dlx City S;ROOMD2;A;true;false
D2ACIZ;2 Db beds Dlx City S NS;ROOMD2;A;true;false
D2AEF;2 Db beds Dlx Exec F;ROOMD2;A;true;false
D2AGS;2 Db beds Dlx Garden S;ROOMD2;A;true;false
D2AGSZ;2 Db beds Dlx Garden S NS;ROOMD2;A;true;false
D2AHF;2 Db beds Dlx High F;ROOMD2;A;true;false
D2ALV;2 Db beds Dlx Lake V;ROOMD2;A;true;false
D2ALVZ;2 Db beds Dlx Lake V NS;ROOMD2;A;true;false
D2AMV;2 Db beds Dlx Mount V;ROOMD2;A;true;false
D2AMVZ;2 Db beds Dlx Mount V NS;ROOMD2;A;true;false
D2AOF;2 Db beds Dlx Ocean F;ROOMD2;A;true;false
D2AOFZ;2 Db beds Dlx Ocean F NS;ROOMD2;A;true;false
D2AOS;2 Db beds Dlx Ocean S;ROOMD2;A;true;false
D2AOSZ;2 Db beds Dlx Ocean S NS;ROOMD2;A;true;false
D2AOV;2 Db beds Dlx Ocean V;ROOMD2;A;true;false
D2AOVZ;2 Db beds Dlx Ocean V NS;ROOMD2;A;true;false
D2APS;2 Db beds Dlx Pool S;ROOMD2;A;true;false
D2APSZ;2 Db beds Dlx Pool S NS;ROOMD2;A;true;false
D2ARV;2 Db beds Dlx River S;ROOMD2;A;true;false
D2ARVZ;2 Db beds Dlx River S NS;ROOMD2;A;true;false
D2AZ;2 Db beds Dlx NS;ROOMD2;A;true;false
D2B;2 Db beds Sup;ROOMD2;A;true;false
D2BBC;2 Db beds Sup Balcony;ROOMD2;A;true;false
D2BCI;2 Db beds Sup City S;ROOMD2;A;true;false
D2BCIZ;2 Db beds Sup City S NS;ROOMD2;A;true;false
D2BEF;2 Db beds Sup Exec F;ROOMD2;A;true;false
D2BGS;2 Db beds Sup Garden S;ROOMD2;A;true;false
D2BGSZ;2 Db beds Sup Garden S NS;ROOMD2;A;true;false
D2BHV;2 Db beds Sup Harbour V;ROOMD2;A;true;false
D2BLV;2 Db beds Sup Lake V;ROOMD2;A;true;false
D2BLVZ;2 Db beds Sup Lake V NS;ROOMD2;A;true;false
D2BMV;2 Db beds Sup  Mount V;ROOMD2;A;true;false
D2BMVZ;2 Db beds Sup  Mount V NS;ROOMD2;A;true;false
D2BOF;2 Db beds Sup Ocean F;ROOMD2;A;true;false
D2BOFZ;2 Db beds Sup Ocean F NS;ROOMD2;A;true;false
D2BOS;2 Db beds Sup Ocean S;ROOMD2;A;true;false
D2BOSZ;2 Db beds Sup Ocean S NS;ROOMD2;A;true;false
D2BOV;2 Db beds Sup Ocean V;ROOMD2;A;true;false
D2BOVZ;2 Db beds Sup Ocean V NS;ROOMD2;A;true;false
D2BPS;2 Db beds Sup Pool S;ROOMD2;A;true;false
D2BPSZ;2 Db beds Sup Pool S NS;ROOMD2;A;true;false
D2BRV;2 Db beds Sup River S;ROOMD2;A;true;false
D2BRVZ;2 Db beds Sup River S NS;ROOMD2;A;true;false
D2BZ;2 Db beds Sup NS;ROOMD2;A;true;false
D2C;2 Db beds Std;ROOMD2;A;true;false
D2CBC;2 Db beds Std Balcony;ROOMD2;A;true;false
D2CBCZ;2 Db beds Std Balcony NS;ROOMD2;A;true;false
D2CCI;2 Db beds Std City S;ROOMD2;A;true;false
K2A;2 Kg beds Dlx;ROOMK2;A;true;false
K2B;2 Kg beds Sup;ROOMK2;A;true;false
K2E;2 Kg beds Exec;ROOMK2;A;true;false
Q2A;2 Qn beds Dlx;ROOMQ2;A;true;false
Q2AEF;2 Qn beds Exec;ROOMQ2;A;true;false
Q2AMV;2 Qn beds Dlx Mount V;ROOMQ2;A;true;false
Q2APH2;2 Qn bed Dlx Pool S;ROOMQ2;A;true;false
Q2APS;2 Qn bed Dlx Pool S;ROOMQ2;A;true;false
Q2B;2 Qn beds Sup;ROOMQ2;A;true;false
Q2BBC;2 Queen beds Superior Balcony;ROOMQ2;A;true;false
Q2BOV;2 Qn beds Sup Ocean V;ROOMQ2;A;true;false
Q2BZ;2 Qn beds Sup NS;ROOMQ2;A;true;false
Q2C;2 Qn beds Std;ROOMQ2;A;true;false
Q2COV;2 Qn bed Std Ocean V;ROOMQ2;A;true;false
Q2E;2 Qn beds Exec;ROOMQ2;A;true;false
QFA;2 Qn beds + Sofa Dlx;ROOMQF;A;true;false
TAC;2 Sg + 1Bk beds Std;ROOMTA;A;true;false
2QBDO;2 Qn beds Dlx Ocean V;ROOMTW;A;true;false
DBCBWZ;Room 1 Double bed Standard Bay View NS;ROOMTW;A;true;false
DUO;Standard Room with 2 single beds;ROOMTW;A;true;false
SDR;2 Single Beds Standard;ROOMTW;A;true;false
TWA;2 Sg beds Dlx;ROOMTW;A;true;false
TWABC;2 Sg beds Dlx Balcony;ROOMTW;A;true;false
TWACF;2 Single beds Deluxe Club Floor;ROOMTW;A;true;false
TWACI;2 sgl beds Dlx City S;ROOMTW;A;true;false
TWACIZ;2 Sg beds Dlx City S NS;ROOMTW;A;true;false
TWACS;2 Sg beds Dlx Court S;ROOMTW;A;true;false
TWAEF;2 Sg beds Dlx Exec F;ROOMTW;A;true;false
TWAEFZ;2 Sg beds Dlx Exec F NS;ROOMTW;A;true;false
TWAGS;2 Sg beds Dlx Garden S;ROOMTW;A;true;false
TWAGSZ;2 Sg beds Dlx Garden S NS;ROOMTW;A;true;false
TWAGV;2 Sg beds Dlx Golf V;ROOMTW;A;true;false
TWAHF;2 Sg beds Dlx High F;ROOMTW;A;true;false
TWAHFZ;Deluxe 2 Single Bed High Fl NS;ROOMTW;A;true;false
TWAHV;2 Sg beds Dlx Harbour V;ROOMTW;A;true;false
TWALV;2 Sg beds Dlx LV;ROOMTW;A;true;false
TWALVZ;2 Sg beds Dlx Lake V NS;ROOMTW;A;true;false
TWAMV;2 Sg beds Dlx Mount V;ROOMTW;A;true;false
TWAMVZ;2 Sg beds Dlx Mount V NS;ROOMTW;A;true;false
TWAN;TWAN;ROOMTW;A;true;false
TWAOB;2 Sg beds Dlx OF&Balcony;ROOMTW;A;true;false
TWAOF;2 Sg beds Dlx Ocean F;ROOMTW;A;true;false
TWAOFZ;2 Sg beds Dlx Ocean F NS;ROOMTW;A;true;false
TWAOS;2 Sg beds Dlx Ocean S;ROOMTW;A;true;false
TWAOSZ;2 Sg beds Dlx Ocean S NS;ROOMTW;A;true;false
TWAOV;2 Sg beds Dlx Ocean V;ROOMTW;A;true;false
TWAOVZ;2 Sg beds Dlx Ocean V NS;ROOMTW;A;true;false
TWAPS;2 Sg beds Dlx Pool S;ROOMTW;A;true;false
TWAPSZ;2 Sg beds Dlx Pool S NS;ROOMTW;A;true;false
TWAPV;2 Sg beds Dlx Park V;ROOMTW;A;true;false
TWARV;2 Sg beds Dlx River V;ROOMTW;A;true;false
TWARVZ;2 Sg beds Dlx River V NS;ROOMTW;A;true;false
TWAZ;2 Sg beds Dlx NS;ROOMTW;A;true;false
TWB;2 Sg beds Sup;ROOMTW;A;true;false
TWBBC;2 Sg beds Sup Balcony;ROOMTW;A;true;false
TWBBH;Room 2 Sg beds Sup On Beach;ROOMTW;A;true;false
TWBBW;Room 2 Sg beds Sup Bay View;ROOMTW;A;true;false
TWBCI;2 Sg beds Sup City S;ROOMTW;A;true;false
TWBCIZ;2 Sg beds Sup City S NS;ROOMTW;A;true;false
TWBCS;2 Sg beds Sup Court S;ROOMTW;A;true;false
TWBDP;2 Sg beds Sup Duplex;ROOMTW;A;true;false
TWBDV;2 Sg beds Sup Medina V;ROOMTW;A;true;false
TWBEF;2 Sg beds Sup Exec F;ROOMTW;A;true;false
TWBGS;2 Sg beds Sup Garden S;ROOMTW;A;true;false
TWBGSZ;2 Sg beds Sup Garden S NS;ROOMTW;A;true;false
TWBHV;2 Sg beds Sup Harbour V;ROOMTW;A;true;false
TWBLG;2 Sg bed Sup Lagoon V;ROOMTW;A;true;false
TFA;2 Sg beds + Sofa Dlx;ROOMTF;A;true;false
TFAEF;2 Sg beds + Sofa Dlx Exec F;ROOMTF;A;true;false
TFB;2 Sg beds + Sofa Sup;ROOMTF;A;true;false
TFBMV;2 Sg beds + Sofa Sup Mountain V;ROOMTF;A;true;false
TFC;2 Sg beds + Sofa Std;ROOMTF;A;true;false
TFD;2 Sg beds + Sofa Dlx;ROOMTF;A;true;false
DZB;2 Zp+1 Sg beds Sup;ROOMDZ;A;true;false
DZC;2 Zp+1 Sg beds Std;ROOMDZ;A;true;false
DZCGS;2 Zp+1 Sg beds Std Garden S;ROOMDZ;A;true;false
TZA;2 Zp beds Dlx;ROOMTZ;A;true;false
TZACI;2 Zp beds Dlx City S;ROOMTZ;A;true;false
TZACIZ;2 Zp beds Dlx City S NS;ROOMTZ;A;true;false
TZAGS;2 Zp beds Dlx Garden S;ROOMTZ;A;true;false
TZAGSZ;2 Zp beds Dlx Garden S NS;ROOMTZ;A;true;false
TZALV;2 Zp beds Dlx Lake V;ROOMTZ;A;true;false
TZALVZ;2 Zp beds Dlx Lake V NS;ROOMTZ;A;true;false
TZAMV;2 Zp beds Dlx Mount V;ROOMTZ;A;true;false
TZAMVZ;2 Zp beds Dlx Mount NS;ROOMTZ;A;true;false
TZAOF;2 Zp beds Dlx Ocean F;ROOMTZ;A;true;false
TZAOFZ;2 Zp beds Dlx Ocean F NS;ROOMTZ;A;true;false
TZAOS;2 Zp beds Dlx Ocean S;ROOMTZ;A;true;false
TZAOSZ;2 Zp bed Dlx Ocean S NS;ROOMTZ;A;true;false
TZAOV;2 Zp beds Dlx Ocean V;ROOMTZ;A;true;false
TZAOVZ;2 Zp beds Dlx Ocean V NS;ROOMTZ;A;true;false
TZAPS;2 Zp beds Dlx Pool S;ROOMTZ;A;true;false
TZAPSZ;2 Zp beds Dlx Pool S NS;ROOMTZ;A;true;false
TZARV;2 Zp beds Dlx River V;ROOMTZ;A;true;false
TZARVZ;2 Zp beds Dlx River V NS;ROOMTZ;A;true;false
TZAZ;2 Zp beds Dlx Balcony NS;ROOMTZ;A;true;false
TZB;2 Zp beds Sup;ROOMTZ;A;true;false
TZBBC;2 Zp beds Sup Balcony;ROOMTZ;A;true;false
TZBBW;2 Zp beds Sup Bay V;ROOMTZ;A;true;false
TZBCI;2 Zp beds Sup City S;ROOMTZ;A;true;false
TZBCIZ;2 Zp beds Sup City S NS;ROOMTZ;A;true;false
TZBGS;2 Zp beds Sup Garden S;ROOMTZ;A;true;false
TZBGSZ;2 Zp beds Sup Garden S NS;ROOMTZ;A;true;false
TZBLV;2 Zp beds Sup Lake V;ROOMTZ;A;true;false
TZBLVZ;2 Zp beds Sup Lake V NS;ROOMTZ;A;true;false
TZBMV;2 Zp beds Sup Mount V;ROOMTZ;A;true;false
TZBMVZ;2 Zp beds Sup Mount V NS;ROOMTZ;A;true;false
TZBOF;2 Zp beds Sup Ocean F;ROOMTZ;A;true;false
TZBOFZ;2 Zp beds Sup Ocean F NS;ROOMTZ;A;true;false
TZBOS;2 Zp beds Sup Ocean S;ROOMTZ;A;true;false
TZBOSZ;2 Zp beds Sup Ocean S NS;ROOMTZ;A;true;false
TZBOV;2 Zp beds Sup Ocean V;ROOMTZ;A;true;false
TZBOVZ;2 Zp beds Sup Ocean V NS;ROOMTZ;A;true;false
TZBPS;2 Zp beds Sup Pool S;ROOMTZ;A;true;false
TZBPSZ;2 Zp beds Sup Pool S NS;ROOMTZ;A;true;false
TZBRV;2 Zp beds Sup River V;ROOMTZ;A;true;false
TZBRVZ;2 Zp beds Sup River V NS;ROOMTZ;A;true;false
TZBZ;2 Zp beds Sup NS;ROOMTZ;A;true;false
TZC;2 Zp beds Std;ROOMTZ;A;true;false
TZCBC;2 Zp beds Std Balcony;ROOMTZ;A;true;false
TZCBCZ;2 Zp beds Std Balcony NS;ROOMTZ;A;true;false
TZCCI;2 Zp beds Std City S;ROOMTZ;A;true;false
TZCCIZ;2 Zp beds Std City S NS;ROOMTZ;A;true;false
TZCGS;2 Zp beds Std Garden S;ROOMTZ;A;true;false
TZCGSZ;2 Zp beds Std Garden S NS;ROOMTZ;A;true;false
TZCHV;2 Zp beds Std Harbour V;ROOMTZ;A;true;false
BRK;3 Single Beds Standard;ROOMTR;A;true;false
BRKM;2 Single Beds + 1 Single Bed Mezzanine;ROOMTR;A;true;false
TRA;3 Sg beds Dlx;ROOMTR;A;true;false
TRAZ;3 Sg beds Dlx NS;ROOMTR;A;true;false
TRB;3 Sg beds Sup;ROOMTR;A;true;false
TRBMV;3 Sg beds Sup Mount V;ROOMTR;A;true;false
TRBZ;3 Sg beds Sup NS;ROOMTR;A;true;false
TRC;3 Sg beds Std;ROOMTR;A;true;false
TRCZ;3 Sg beds Std NS;ROOMTR;A;true;false
TRD;3 Sg beds Clc;ROOMTR;A;true;false
S4A;4 Sg beds Dlx;ROOMS4;A;true;false
S4AZ;4 Sg beds Dlx NS;ROOMS4;A;true;false
S4B;4 Sg beds Sup;ROOMS4;A;true;false
S4BBC;Room 4 Sg beds Superior Balcony;ROOMS4;A;true;false
S4BZ;4 Sg beds Sup NS;ROOMS4;A;true;false
S4C;4 Sg beds Std;ROOMS4;A;true;false
S4CZ;4 Sg beds Std NS;ROOMS4;A;true;false
S5CM;5 sg beds Std men;ROOMS5;A;true;false
S5CW;5 sg beds Std women;ROOMS5;A;true;false
S6C;6 sg beds;ROOMS5;A;true;false
AUDI;Audible smoke alarms in rooms;INSECU;C;false;false
BOLT;Deadbolts and\/​or locks in rooms;INSECU;C;false;false
DOORSC;Self-closing rooms;INSECU;C;false;false
EMERGE;Emergency info in rooms;INSECU;Z;false;false
OPENWI;Windows with locking device;INSECU;C;false;false
SAFLAP;Safe for laptop computer in room;INSECU;C;false;false
SMOKE;Smoke alarm in room;INSECU;Z;false;false
SPINKL;Sprinkler in room;INSECU;C;false;false
VIEW;Security peephole;INSECU;Z;false;false
VING;Keycard-operated door locks;INSECU;C;false;false
VISALA;Visual alarm in rooms;INSECU;C;false;false
ACPER1;Personalized welcome;SERV;Z;false;false
ACPERS;Personalized welcome;SERV;Z;false;false
ADAPT;Power adapter;SERV;Z;false;false
AEGR;External GDS representation;SERV;H;false;false
APTGO;Private Transfer from Airport to Hotel;SERV;Z;false;false
APTRET;Private Transfer from Hotel to Airport;SERV;Z;false;false
ASBEST;Asbestos risk-free hotel;SERV;H;false;false
CASINO;Casino;SERV;H;false;false
CINE;In-house movies;SERV;H;false;false
CONNEC;Connecting rooms available;SERV;H;false;false
CONSIG;Private luggage storage;SERV;H;false;false
CONVIR;Virtual Concierge;SERV;H;false;false
COURSE;Courier services;SERV;H;false;false
CTPREF;Chinese Preferred Hotel Program;SERV;H;false;false
DEPTAR;Late checkout;SERV;Z;false;false
DOCTOR;Doctor on call;SERV;H;false;false
ECORNR;E corner;SERV;Z;false;false
ELECAR;Electric car recharging units;SERV;H;false;false
EMERG;Emergency lighting;SERV;H;false;false
ENVACC;Accor Hotels environ. commitment;SERV;H;false;false
FUMPUB;Public smoking area;SERV;Z;false;false
FUMRES;Smoking section in restaurant;SERV;Z;false;false
GAMES;video games in the lobby;SERV;P;false;false
GVIN;Grands Vins;SERV;H;false;false
I14001;ISO 14001 certificate;SERV;H;false;false
IPAD;IPAD;SERV;H;false;false
IPOD;IPOD;SERV;H;false;false
IS9001;ISO 9001 certificate;SERV;H;false;false
IS9002;ISO 9002 certificate;SERV;H;false;false
KIDSC;Gecko Kids Club;SERV;H;false;false
KIDVI;Kid Villa;SERV;H;false;false
LOUNG;Lounge;SERV;H;false;false
LOUNG1;Lounge;SERV;H;false;false
MACMIN;Mac mini;SERV;H;false;false
MINTER;Multimedia Internet corner;SERV;H;false;false
MULTI;Multilingual staff;SERV;H;false;false
NBBAR;Number of bars;SERV;H;false;false
NBREST;Number of restaurants;SERV;H;false;false
NEWSPP;daily newspaper or magazines;SERV;H;false;false
OPENH;Reception open 24 hours a day;SERV;H;false;false
